x: 198, y: -178
x: -568.6238856079339, y: 11.69958927763463
x: -569.8315442641431, y: 13.293816541886144
x: -571.0392029203523, y: 14.888043806137716
x: -572.2468615765615, y: 16.48227107038923
x: -573.4545202327707, y: 18.076498334640803
x: -574.66217888898, y: 19.670725598892318
x: -575.8698375451892, y: 21.26495286314389
x: -577.0774962013984, y: 22.859180127395405
x: -578.2851548576076, y: 24.453407391646977
x: -579.4928135138168, y: 26.04763465589849
x: -580.7004721700259, y: 27.641861920150063
x: -581.9081308262353, y: 29.236089184401578
x: -583.1157894824444, y: 30.830316448653093
x: -584.3234481386537, y: 32.424543712904665
x: -585.5311067948628, y: 34.01877097715624
x: -586.738765451072, y: 35.61299824140775
x: -587.9464241072812, y: 37.20722550565927
x: -589.1540827634905, y: 38.80145276991084
x: -590.3617414196997, y: 40.39568003416235
x: -591.5694000759089, y: 41.989907298413925
x: -592.7770587321181, y: 43.58413456266544
x: -593.9847173883273, y: 45.17836182691701
x: -595.1923760445366, y: 46.77258909116853
x: -596.4000347007458, y: 48.3668163554201
x: -597.607693356955, y: 49.961043619671614
x: -598.8153520131642, y: 51.555270883923185
x: -600.0230106693734, y: 53.1494981481747
x: -601.2306693255827, y: 54.74372541242627
x: -602.4383279817919, y: 56.33795267667779
x: -603.6459866380011, y: 57.93217994092936
x: -604.8536452942103, y: 59.526407205180874
x: -606.0613039504194, y: 61.120634469432446
x: -607.2689626066287, y: 62.71486173368396
x: -607.983343313645, y: 64.58292495676898
x: -608.6977240206613, y: 66.45098817985405
x: -609.4121047276777, y: 68.31905140293907
x: -610.126485434694, y: 70.18711462602408
x: -610.8408661417104, y: 72.0551778491091
x: -611.5552468487267, y: 73.92324107219417
x: -612.269627555743, y: 75.79130429527919
x: -612.9840082627594, y: 77.6593675183642
x: -613.6983889697757, y: 79.52743074144928
x: -614.4127696767921, y: 81.39549396453424
x: -615.1271503838084, y: 83.26355718761931
x: -615.8415310908247, y: 85.13162041070439
x: -616.5559117978411, y: 86.99968363378935
x: -617.2702925048574, y: 88.86774685687442
x: -617.9846732118738, y: 90.73581007995949
x: -618.6990539188901, y: 92.60387330304445
x: -619.4134346259063, y: 94.47193652612953
x: -620.1278153329228, y: 96.3399997492146
x: -620.842196039939, y: 98.20806297229956
x: -621.5565767469554, y: 100.07612619538463
x: -622.2709574539717, y: 101.9441894184697
x: -622.985338160988, y: 103.81225264155466
x: -623.6997188680044, y: 105.68031586463974
x: -624.4140995750207, y: 107.5483790877247
x: -625.1284802820371, y: 109.41644231080977
x: -625.8428609890534, y: 111.28450553389484
x: -626.5572416960697, y: 113.1525687569798
x: -627.2716224030861, y: 115.02063198006488
x: -627.9860031101024, y: 116.88869520314995
x: -628.7003838171188, y: 118.75675842623491
x: -629.4147645241351, y: 120.62482164931998
x: -630.1291452311514, y: 122.49288487240506
x: -630.8435259381678, y: 124.36094809549002
x: -631.5579066451841, y: 126.22901131857509
x: -632.2722873522005, y: 128.09707454166005
x: -632.3307063634363, y: 130.09622116437845
x: -632.3891253746722, y: 132.09536778709673
x: -632.4475443859081, y: 134.09451440981513
x: -632.5059633971441, y: 136.09366103253353
x: -632.56438240838, y: 138.09280765525182
x: -632.6228014196159, y: 140.09195427797022
x: -632.6812204308518, y: 142.0911009006885
x: -632.7396394420878, y: 144.0902475234069
x: -632.7980584533236, y: 146.0893941461253
x: -632.8564774645596, y: 148.0885407688436
x: -632.9148964757956, y: 150.08768739156199
x: -632.1878855884733, y: 151.95087153965767
x: -631.4608747011509, y: 153.81405568775324
x: -630.7338638138287, y: 155.67723983584892
x: -630.0068529265066, y: 157.5404239839446
x: -629.2798420391842, y: 159.4036081320403
x: -628.552831151862, y: 161.26679228013586
x: -627.8258202645397, y: 163.12997642823154
x: -627.0988093772175, y: 164.99316057632723
x: -626.3717984898954, y: 166.8563447244228
x: -625.644787602573, y: 168.71952887251848
x: -624.9177767152507, y: 170.58271302061416
x: -624.1907658279285, y: 172.44589716870985
x: -623.4637549406063, y: 174.30908131680542
x: -622.736744053284, y: 176.1722654649011
x: -622.0097331659618, y: 178.03544961299679
x: -621.2827222786395, y: 179.89863376109247
x: -620.5557113913173, y: 181.76181790918804
x: -619.8287005039952, y: 183.62500205728372
x: -619.1016896166728, y: 185.4881862053794
x: -618.3746787293505, y: 187.35137035347498
x: -617.6476678420283, y: 189.21455450157066
x: -616.9206569547061, y: 191.07773864966634
x: -616.1936460673838, y: 192.94092279776203
x: -615.4666351800616, y: 194.8041069458576
x: -613.7661265477141, y: 195.85685116517755
x: -612.0656179153666, y: 196.9095953844975
x: -610.365109283019, y: 197.96233960381733
x: -608.6646006506714, y: 199.01508382313727
x: -606.964092018324, y: 200.06782804245722
x: -605.2635833859764, y: 201.12057226177717
x: -603.5630747536288, y: 202.17331648109712
x: -601.8625661212814, y: 203.22606070041695
x: -600.1620574889338, y: 204.2788049197369
x: -598.4615488565862, y: 205.33154913905685
x: -596.7610402242387, y: 206.3842933583768
x: -595.0605315918913, y: 207.43703757769674
x: -593.3600229595437, y: 208.48978179701658
x: -591.6595143271961, y: 209.54252601633652
x: -589.9590056948487, y: 210.59527023565647
x: -588.2584970625011, y: 211.64801445497642
x: -586.5579884301535, y: 212.70075867429637
x: -584.857479797806, y: 213.7535028936162
x: -583.1569711654585, y: 214.80624711293615
x: -581.4564625331109, y: 215.8589913322561
x: -579.7559539007634, y: 216.91173555157604
x: -578.0554452684158, y: 217.964479770896
x: -576.3549366360683, y: 219.01722399021583
x: -574.6544280037208, y: 220.06996820953577
x: -572.9539193713733, y: 221.12271242885572
x: -571.2534107390258, y: 222.17545664817567
x: -569.5529021066782, y: 223.22820086749562
x: -567.8523934743307, y: 224.28094508681545
x: -566.1518848419831, y: 225.3336893061354
x: -564.4513762096356, y: 226.38643352545535
x: -562.7508675772881, y: 227.4391777447753
x: -561.0503589449405, y: 228.49192196409524
x: -559.3498503125929, y: 229.54466618341507
x: -557.6493416802455, y: 230.59741040273502
x: -555.9488330478979, y: 231.65015462205497
x: -554.2483244155503, y: 232.70289884137492
x: -552.5478157832029, y: 233.75564306069487
x: -550.8473071508554, y: 234.8083872800147
x: -549.1467985185078, y: 235.86113149933465
x: -547.4462898861602, y: 236.9138757186546
x: -545.7457812538128, y: 237.96661993797454
x: -544.0452726214652, y: 239.0193641572945
x: -542.3447639891176, y: 240.07210837661432
x: -540.6442553567701, y: 241.12485259593427
x: -538.9437467244226, y: 242.17759681525422
x: -537.243238092075, y: 243.23034103457417
x: -535.2744179408921, y: 243.58211825426872
x: -533.3055977897092, y: 243.9338954739634
x: -531.3367776385263, y: 244.28567269365794
x: -529.3679574873433, y: 244.6374499133526
x: -527.3991373361605, y: 244.98922713304717
x: -525.4303171849775, y: 245.34100435274172
x: -523.4614970337946, y: 245.6927815724364
x: -521.4926768826117, y: 246.04455879213094
x: -519.5238567314287, y: 246.3963360118255
x: -517.5550365802459, y: 246.74811323152016
x: -515.5862164290629, y: 247.09989045121472
x: -513.6173962778801, y: 247.4516676709094
x: -511.6485761266971, y: 247.80344489060394
x: -509.6797559755142, y: 248.1552221102985
x: -507.7109358243312, y: 248.50699932999316
x: -505.7421156731483, y: 248.85877654968772
x: -503.7732955219654, y: 249.2105537693824
x: -501.8044753707825, y: 249.56233098907694
x: -499.8356552195996, y: 249.9141082087715
x: -497.86683506841666, y: 250.26588542846616
x: -495.8980149172337, y: 250.61766264816072
x: -493.9291947660508, y: 250.96943986785539
x: -491.9603746148679, y: 251.32121708754994
x: -489.99155446368496, y: 251.6729943072445
x: -488.02273431250205, y: 252.02477152693916
x: -486.0539141613191, y: 252.37654874663372
x: -484.0850940101362, y: 252.72832596632827
x: -482.11627385895326, y: 253.08010318602294
x: -480.14745370777035, y: 253.4318804057175
x: -478.17863355658744, y: 253.78365762541216
x: -476.20981340540453, y: 254.13543484510672
x: -474.2409932542216, y: 254.48721206480127
x: -472.27217310303865, y: 254.83898928449594
x: -470.30335295185574, y: 255.1907665041905
x: -468.33453280067283, y: 255.54254372388516
x: -466.3657126494899, y: 255.89432094357971
x: -464.396892498307, y: 256.24609816327427
x: -462.42807234712404, y: 256.59787538296894
x: -460.45925219594113, y: 256.9496526026635
x: -458.4904320447582, y: 257.30142982235816
x: -456.5216118935753, y: 257.6532070420527
x: -454.5527917423924, y: 258.00498426174727
x: -452.58397159120943, y: 258.35676148144194
x: -450.6151514400265, y: 258.7085387011365
x: -448.6463312888436, y: 259.06031592083104
x: -446.6775111376607, y: 259.4120931405257
x: -444.7086909864778, y: 259.76387036022027
x: -442.7398708352949, y: 260.11564757991493
x: -440.7710506841119, y: 260.4674247996095
x: -438.802230532929, y: 260.81920201930404
x: -436.8334103817461, y: 261.1709792389987
x: -434.8645902305632, y: 261.52275645869327
x: -432.89577007938027, y: 261.87453367838793
x: -430.92694992819736, y: 262.2263108980825
x: -428.9581297770144, y: 262.57808811777704
x: -426.9893096258315, y: 262.9298653374717
x: -425.02048947464857, y: 263.28164255716626
x: -423.05166932346566, y: 263.6334197768608
x: -421.05311558333386, y: 263.55737408135315
x: -419.05456184320207, y: 263.4813283858455
x: -417.0560081030703, y: 263.4052826903378
x: -415.05745436293853, y: 263.32923699483
x: -413.05890062280673, y: 263.25319129932234
x: -411.06034688267493, y: 263.17714560381467
x: -409.06179314254314, y: 263.101099908307
x: -407.06323940241134, y: 263.0250542127993
x: -405.0646856622796, y: 262.94900851729165
x: -403.0661319221478, y: 262.87296282178386
x: -401.067578182016, y: 262.7969171262762
x: -399.0690244418842, y: 262.7208714307685
x: -397.0704707017524, y: 262.64482573526084
x: -395.0719169616207, y: 262.56878003975316
x: -393.0733632214889, y: 262.4927343442455
x: -391.0748094813571, y: 262.4166886487378
x: -389.0762557412253, y: 262.34064295323003
x: -387.0777020010935, y: 262.26459725772236
x: -385.07914826096174, y: 262.1885515622147
x: -383.08059452082995, y: 262.112505866707
x: -381.08204078069815, y: 262.03646017119934
x: -379.08348704056635, y: 261.96041447569166
x: -377.08493330043456, y: 261.884368780184
x: -375.0863795603028, y: 261.8083230846762
x: -373.087825820171, y: 261.73227738916853
x: -371.0892720800392, y: 261.65623169366086
x: -369.0907183399074, y: 261.5801859981532
x: -367.09216459977563, y: 261.5041403026455
x: -365.09361085964383, y: 261.42809460713784
x: -363.0950571195121, y: 261.35204891163005
x: -361.0965033793803, y: 261.2760032161224
x: -359.0979496392485, y: 261.1999575206147
x: -357.0993958991167, y: 261.12391182510703
x: -355.1008421589849, y: 261.04786612959936
x: -353.10228841885316, y: 260.9718204340917
x: -351.10373467872137, y: 260.895774738584
x: -349.10518093858957, y: 260.8197290430762
x: -347.1066271984578, y: 260.74368334756855
x: -345.108073458326, y: 260.6676376520609
x: -343.10951971819424, y: 260.5915919565532
x: -341.11096597806244, y: 260.51554626104553
x: -339.11241223793064, y: 260.43950056553786
x: -337.11385849779884, y: 260.36345487003007
x: -335.11530475766705, y: 260.2874091745224
x: -333.1167510175353, y: 260.2113634790147
x: -331.1181972774035, y: 260.13531778350705
x: -329.1196435372717, y: 260.0592720879994
x: -327.1210897971399, y: 259.9832263924917
x: -325.1225360570081, y: 259.907180696984
x: -323.1239823168763, y: 259.83113500147624
x: -321.1254285767446, y: 259.75508930596857
x: -319.1268748366128, y: 259.6790436104609
x: -317.128321096481, y: 259.6029979149532
x: -315.1297673563492, y: 259.52695221944555
x: -313.1312136162174, y: 259.4509065239379
x: -311.13265987608565, y: 259.3748608284302
x: -309.13410613595386, y: 259.2988151329224
x: -307.13555239582206, y: 259.22276943741474
x: -305.13699865569026, y: 259.14672374190707
x: -303.13844491555847, y: 259.0706780463994
x: -301.13989117542667, y: 258.9946323508917
x: -299.14133743529493, y: 258.91858665538405
x: -297.14278369516313, y: 258.84254095987626
x: -295.14422995503134, y: 258.7664952643686
x: -293.14567621489954, y: 258.6904495688609
x: -291.1471224747678, y: 258.61440387335324
x: -289.148568734636, y: 258.53835817784557
x: -287.1500149945042, y: 258.4623124823379
x: -285.1514612543724, y: 258.3862667868302
x: -283.1529075142406, y: 258.31022109132243
x: -281.1543537741088, y: 258.23417539581476
x: -279.155800033977, y: 258.1581297003071
x: -277.1572462938453, y: 258.0820840047994
x: -275.19198473396193, y: 257.7109411734731
x: -273.2267231740786, y: 257.3397983421469
x: -271.26146161419524, y: 256.96865551082055
x: -269.2962000543119, y: 256.59751267949434
x: -267.33093849442855, y: 256.226369848168
x: -265.3656769345452, y: 255.8552270168417
x: -263.40041537466186, y: 255.48408418551548
x: -261.4351538147785, y: 255.11294135418916
x: -259.46989225489517, y: 254.74179852286295
x: -257.5046306950118, y: 254.37065569153663
x: -255.53936913512848, y: 253.9995128602103
x: -253.5741075752452, y: 253.6283700288841
x: -251.6088460153618, y: 253.25722719755777
x: -249.6435844554785, y: 252.88608436623144
x: -247.6783228955951, y: 252.51494153490523
x: -245.7130613357118, y: 252.1437987035789
x: -243.7477997758284, y: 251.7726558722527
x: -241.78253821594512, y: 251.40151304092637
x: -239.81727665606172, y: 251.03037020960005
x: -237.85201509617843, y: 250.65922737827384
x: -235.88675353629503, y: 250.28808454694752
x: -233.92149197641174, y: 249.9169417156213
x: -231.95623041652834, y: 249.54579888429498
x: -229.99096885664505, y: 249.17465605296866
x: -228.02570729676165, y: 248.80351322164245
x: -226.06044573687836, y: 248.43237039031612
x: -224.09518417699496, y: 248.0612275589899
x: -222.12992261711167, y: 247.6900847276636
x: -220.16466105722827, y: 247.31894189633726
x: -218.19939949734498, y: 246.94779906501105
x: -216.23413793746158, y: 246.57665623368473
x: -214.2688763775783, y: 246.20551340235852
x: -212.303614817695, y: 245.8343705710322
x: -210.3383532578116, y: 245.46322773970587
x: -208.3730916979282, y: 245.09208490837966
x: -206.40783013804491, y: 244.72094207705334
x: -204.44256857816163, y: 244.34979924572713
x: -202.47730701827822, y: 243.9786564144008
x: -200.51204545839482, y: 243.60751358307448
x: -198.54678389851153, y: 243.23637075174827
x: -196.58152233862825, y: 242.86522792042194
x: -194.61626077874485, y: 242.49408508909562
x: -192.71005303492905, y: 241.8887983492632
x: -190.80384529111336, y: 241.2835116094309
x: -188.89763754729756, y: 240.67822486959847
x: -186.99142980348188, y: 240.07293812976616
x: -185.08522205966608, y: 239.46765138993374
x: -183.1790143158504, y: 238.86236465010143
x: -181.2728065720346, y: 238.257077910269
x: -179.3665988282189, y: 237.6517911704367
x: -177.4603910844031, y: 237.04650443060427
x: -175.55418334058743, y: 236.44121769077196
x: -173.64797559677163, y: 235.83593095093954
x: -171.74176785295595, y: 235.23064421110723
x: -169.83556010914015, y: 234.6253574712748
x: -167.92935236532446, y: 234.0200707314425
x: -166.02314462150866, y: 233.41478399161008
x: -164.11693687769298, y: 232.80949725177777
x: -162.21072913387718, y: 232.20421051194535
x: -160.3045213900615, y: 231.59892377211304
x: -158.3983136462457, y: 230.99363703228062
x: -156.49210590243, y: 230.3883502924482
x: -154.5858981586142, y: 229.78306355261589
x: -152.67969041479853, y: 229.17777681278346
x: -150.77348267098273, y: 228.57249007295115
x: -148.86727492716705, y: 227.96720333311873
x: -146.96106718335125, y: 227.36191659328642
x: -145.05485943953556, y: 226.756629853454
x: -143.14865169571976, y: 226.1513431136217
x: -141.24244395190408, y: 225.54605637378927
x: -139.33623620808828, y: 224.94076963395696
x: -137.4300284642726, y: 224.33548289412454
x: -135.5238207204568, y: 223.73019615429223
x: -133.6176129766411, y: 223.1249094144598
x: -131.7114052328253, y: 222.5196226746275
x: -129.80519748900963, y: 221.91433593479508
x: -127.89898974519383, y: 221.30904919496277
x: -125.99278200137815, y: 220.70376245513035
x: -124.08657425756235, y: 220.09847571529804
x: -122.18036651374666, y: 219.4931889754656
x: -120.27415876993086, y: 218.8879022356332
x: -118.36795102611518, y: 218.28261549580088
x: -116.46174328229938, y: 217.67732875596846
x: -114.5555355384837, y: 217.07204201613615
x: -112.6493277946679, y: 216.46675527630373
x: -110.74312005085221, y: 215.86146853647142
x: -108.83691230703641, y: 215.256181796639
x: -106.93070456322073, y: 214.6508950568067
x: -105.02449681940493, y: 214.04560831697427
x: -103.11828907558925, y: 213.44032157714196
x: -101.21208133177345, y: 212.83503483730954
x: -99.30587358795776, y: 212.22974809747723
x: -97.39966584414196, y: 211.6244613576448
x: -95.49345810032628, y: 211.0191746178125
x: -93.58725035651048, y: 210.41388787798007
x: -91.6810426126948, y: 209.80860113814776
x: -89.774834868879, y: 209.20331439831534
x: -87.86862712506331, y: 208.59802765848303
x: -85.96241938124751, y: 207.9927409186506
x: -84.05621163743183, y: 207.3874541788182
x: -82.15000389361603, y: 206.78216743898588
x: -80.24379614980035, y: 206.17688069915346
x: -78.33758840598455, y: 205.57159395932115
x: -76.43138066216886, y: 204.96630721948873
x: -74.52517291835306, y: 204.36102047965642
x: -72.61896517453738, y: 203.755733739824
x: -70.71275743072158, y: 203.1504469999917
x: -68.8065496869059, y: 202.54516026015926
x: -66.9003419430901, y: 201.93987352032696
x: -64.99413419927441, y: 201.33458678049453
x: -63.087926455458614, y: 200.72930004066222
x: -61.181718711642816, y: 200.1240133008298
x: -59.27551096782713, y: 199.5187265609975
x: -57.369303224011446, y: 198.91343982116507
x: -55.46309548019565, y: 198.30815308133276
x: -53.55688773637985, y: 197.70286634150034
x: -51.650679992564164, y: 197.09757960166803
x: -49.74447224874848, y: 196.4922928618356
x: -47.83826450493268, y: 195.88700612200319
x: -45.93205676111688, y: 195.28171938217088
x: -44.0258490173012, y: 194.67643264233845
x: -42.11964127348551, y: 194.07114590250615
x: -40.213433529669715, y: 193.46585916267372
x: -38.307225785853916, y: 192.86057242284141
x: -36.40101804203823, y: 192.255285683009
x: -34.494810298222546, y: 191.64999894317668
x: -32.58860255440675, y: 191.04471220334426
x: -30.68239481059095, y: 190.43942546351195
x: -28.776187066775265, y: 189.83413872367953
x: -26.86997932295958, y: 189.22885198384722
x: -24.96377157914378, y: 188.6235652440148
x: -23.164560803623203, y: 187.75015778741113
x: -21.36535002810274, y: 186.87675033080757
x: -19.56613925258216, y: 186.0033428742039
x: -17.766928477061697, y: 185.12993541760022
x: -15.967717701541119, y: 184.25652796099666
x: -14.168506926020655, y: 183.383120504393
x: -12.369296150500077, y: 182.50971304778932
x: -10.570085374979612, y: 181.63630559118565
x: -8.770874599459034, y: 180.7628981345821
x: -6.97166382393857, y: 179.88949067797842
x: -5.172453048417992, y: 179.01608322137474
x: -3.373242272897528, y: 178.14267576477118
x: -1.57403149737695, y: 177.2692683081675
x: 0.22517927814351424, y: 176.39586085156384
x: 2.024390053664092, y: 175.52245339496028
x: 3.8236008291845565, y: 174.6490459383566
x: 5.622811604705134, y: 173.77563848175294
x: 7.422022380225599, y: 172.90223102514938
x: 9.221233155746177, y: 172.0288235685457
x: 11.020443931266755, y: 171.15541611194203
x: 12.819654706787219, y: 170.28200865533847
x: 14.618865482307797, y: 169.4086011987348
x: 16.41807625782826, y: 168.53519374213113
x: 18.21728703334884, y: 167.66178628552757
x: 20.016497808869303, y: 166.7883788289239
x: 21.81570858438988, y: 165.91497137232022
x: 23.614919359910346, y: 165.04156391571655
x: 25.414130135430923, y: 164.168156459113
x: 27.213340910951388, y: 163.29474900250932
x: 29.012551686471966, y: 162.42134154590565
x: 30.81176246199243, y: 161.5479340893021
x: 32.61097323751301, y: 160.67452663269842
x: 34.41018401303347, y: 159.80111917609474
x: 36.20939478855405, y: 158.92771171949119
x: 38.008605564074514, y: 158.0543042628875
x: 39.80781633959509, y: 157.18089680628384
x: 41.60702711511567, y: 156.30748934968028
x: 43.406237890636135, y: 155.4340818930766
x: 45.2054486661566, y: 154.56067443647294
x: 47.00465944167718, y: 153.68726697986926
x: 48.803870217197755, y: 152.8138595232657
x: 50.60308099271822, y: 151.94045206666203
x: 52.4022917682388, y: 151.06704461005836
x: 54.20150254375926, y: 150.1936371534548
x: 56.00071331927984, y: 149.32022969685113
x: 57.7999240948003, y: 148.44682224024746
x: 59.59913487032088, y: 147.5734147836439
x: 61.398345645841346, y: 146.70000732704023
x: 63.197556421361924, y: 145.82659987043655
x: 64.99676719688239, y: 144.953192413833
x: 66.79597797240297, y: 144.07978495722932
x: 68.59518874792343, y: 143.20637750062565
x: 70.39439952344401, y: 142.3329700440221
x: 72.19361029896447, y: 141.45956258741842
x: 73.99282107448505, y: 140.58615513081475
x: 75.79203185000551, y: 139.7127476742112
x: 77.59124262552609, y: 138.8393402176075
x: 79.39045340104667, y: 137.96593276100384
x: 81.18966417656713, y: 137.09252530440017
x: 82.98887495208771, y: 136.2191178477966
x: 84.78808572760818, y: 135.34571039119294
x: 86.58729650312875, y: 134.47230293458927
x: 88.38650727864922, y: 133.5988954779857
x: 90.1857180541698, y: 132.72548802138203
x: 91.98492882969026, y: 131.85208056477836
x: 93.78413960521084, y: 130.9786731081748
x: 95.5833503807313, y: 130.10526565157113
x: 97.38256115625188, y: 129.23185819496746
x: 99.18177193177235, y: 128.3584507383639
x: 100.98098270729292, y: 127.48504328176023
x: 102.78019348281339, y: 126.61163582515655
x: 104.57940425833397, y: 125.73822836855288
x: 106.37861503385443, y: 124.86482091194932
x: 108.17782580937501, y: 123.99141345534565
x: 109.97703658489559, y: 123.11800599874198
x: 111.77624736041605, y: 122.24459854213842
x: 113.57545813593651, y: 121.37119108553475
x: 115.37466891145709, y: 120.49778362893107
x: 117.17387968697767, y: 119.62437617232752
x: 118.97309046249813, y: 118.75096871572384
x: 120.7723012380186, y: 117.87756125912017
x: 122.57151201353918, y: 117.00415380251661
x: 124.37072278905976, y: 116.13074634591294
x: 126.16993356458022, y: 115.25733888930927
x: 127.9691443401008, y: 114.38393143270571
x: 129.76835511562126, y: 113.51052397610204
x: 131.56756589114184, y: 112.63711651949836
x: 133.36677666666242, y: 111.7637090628948
x: 135.16598744218288, y: 110.89030160629113
x: 136.8553154767361, y: 109.81970794309643
x: 138.54464351128922, y: 108.74911427990162
x: 140.23397154584245, y: 107.67852061670692
x: 141.92329958039556, y: 106.60792695351222
x: 143.6126276149488, y: 105.53733329031752
x: 145.3019556495019, y: 104.4667396271227
x: 146.99128368405513, y: 103.396145963928
x: 148.68061171860825, y: 102.3255523007333
x: 150.36993975316147, y: 101.2549586375386
x: 152.0592677877146, y: 100.1843649743438
x: 153.74859582226782, y: 99.1137713111491
x: 155.43792385682093, y: 98.0431776479544
x: 157.12725189137416, y: 96.97258398475958
x: 158.81657992592727, y: 95.90199032156488
x: 160.5059079604805, y: 94.83139665837018
x: 162.1952359950336, y: 93.76080299517548
x: 163.88456402958684, y: 92.69020933198067
x: 165.57389206413995, y: 91.61961566878597
x: 167.26322009869318, y: 90.54902200559127
x: 168.9525481332464, y: 89.47842834239657
x: 170.64187616779952, y: 88.40783467920176
x: 172.33120420235275, y: 87.33724101600706
x: 174.02053223690586, y: 86.26664735281236
x: 175.7098602714591, y: 85.19605368961766
x: 177.3991883060122, y: 84.12546002642284
x: 179.08851634056543, y: 83.05486636322814
x: 180.77784437511855, y: 81.98427270003344
x: 182.46717240967178, y: 80.91367903683863
x: 184.1565004442249, y: 79.84308537364393
x: 185.84582847877812, y: 78.77249171044923
x: 187.53515651333123, y: 77.70189804725447
x: 189.22448454788446, y: 76.63130438405977
x: 190.91381258243757, y: 75.56071072086502
x: 192.6031406169908, y: 74.49011705767032
x: 194.2924686515439, y: 73.41952339447556
x: 195.98179668609714, y: 72.3489297312808
x: 197.67112472065025, y: 71.2783360680861
x: 199.36045275520348, y: 70.20774240489135
x: 201.0497807897566, y: 69.13714874169665
x: 202.73910882430982, y: 68.06655507850189
x: 204.42843685886305, y: 66.99596141530719
x: 205.97814602761127, y: 65.73168237478734
x: 207.5278551963595, y: 64.46740333426754
x: 209.0775643651076, y: 63.20312429374769
x: 210.62727353385583, y: 61.93884525322784
x: 212.17698270260405, y: 60.674566212708044
x: 213.72669187135227, y: 59.41028717218819
x: 215.2764010401005, y: 58.14600813166834
x: 216.82611020884872, y: 56.881729091148486
x: 218.37581937759683, y: 55.61745005062869
x: 219.92552854634505, y: 54.35317101010884
x: 221.47523771509327, y: 53.088891969588985
x: 223.0249468838415, y: 51.82461292906919
x: 224.57465605258972, y: 50.56033388854934
x: 226.12436522133794, y: 49.296054848029485
x: 227.67407439008605, y: 48.03177580750969
x: 229.22378355883427, y: 46.76749676698984
x: 230.7734927275825, y: 45.503217726469984
x: 232.32320189633072, y: 44.23893868595019
x: 233.87291106507894, y: 42.974659645430336
x: 235.42262023382705, y: 41.71038060491048
x: 236.97232940257527, y: 40.44610156439063
x: 238.5220385713235, y: 39.181822523870835
x: 240.07174774007171, y: 37.91754348335098
x: 241.62145690881994, y: 36.65326444283113
x: 243.17116607756816, y: 35.388985402311334
x: 244.72087524631627, y: 34.12470636179148
x: 246.2705844150645, y: 32.86042732127163
x: 247.8202935838127, y: 31.596148280751777
x: 249.37000275256094, y: 30.33186924023198
x: 250.91971192130916, y: 29.06759019971213
x: 252.46942109005727, y: 27.803311159192276
x: 254.0191302588055, y: 26.53903211867248
x: 255.5688394275537, y: 25.274753078152628
x: 257.11854859630193, y: 24.010474037632775
x: 258.66825776505016, y: 22.74619499711298
x: 260.2179669337984, y: 21.481915956593127
x: 261.7676761025466, y: 20.217636916073275
x: 263.3173852712948, y: 18.95335787555348
x: 264.86709444004305, y: 17.689078835033627
x: 266.41680360879104, y: 16.424799794513774
x: 267.96651277753926, y: 15.160520753993978
x: 269.5162219462875, y: 13.896241713474126
x: 271.0659311150357, y: 12.631962672954273
x: 272.61564028378393, y: 11.367683632434478
x: 274.16534945253215, y: 10.103404591914625
x: 275.7150586212804, y: 8.839125551394773
x: 277.2647677900286, y: 7.57484651087492
x: 278.8144769587768, y: 6.310567470355124
x: 280.36418612752504, y: 5.046288429835272
x: 281.91389529627304, y: 3.7820093893154194
x: 283.46360446502126, y: 2.517730348795567
x: 285.0133136337695, y: 1.2534513082757712
x: 286.5630228025177, y: -0.01082773224408129
x: 288.11273197126593, y: -1.2751067727639338
x: 289.66244114001415, y: -2.5393858132837295
x: 291.2121503087624, y: -3.803664853803582
x: 292.7618594775106, y: -5.0679438943234345
x: 294.3115686462588, y: -6.33222293484323
x: 295.86127781500704, y: -7.596501975363083
x: 297.41098698375527, y: -8.860781015882935
x: 298.9606961525035, y: -10.12506005640273
x: 300.5104053212517, y: -11.389339096922583
x: 302.0601144899997, y: -12.653618137442436
x: 303.6098236587479, y: -13.917897177962232
x: 305.15953282749615, y: -15.182176218482084
x: 306.7092419962444, y: -16.446455259001937
x: 308.2589511649926, y: -17.710734299521732
x: 309.8086603337408, y: -18.975013340041585
x: 311.35836950248904, y: -20.239292380561437
x: 312.90807867123726, y: -21.503571421081233
x: 314.4577878399855, y: -22.767850461601142
x: 316.0074970087337, y: -24.032129502120938
x: 317.55720617748193, y: -25.296408542640734
x: 319.1069153462299, y: -26.560687583160643
x: 320.65662451497815, y: -27.82496662368044
x: 322.20633368372637, y: -29.08924566420029
x: 323.7560428524746, y: -30.353524704720087
x: 325.3057520212228, y: -31.61780374523994
x: 326.6743561705159, y: -33.076201044516665
x: 328.042960319809, y: -34.53459834379339
x: 329.41156446910213, y: -35.99299564307012
x: 330.78016861839524, y: -37.45139294234684
x: 332.14877276768834, y: -38.90979024162357
x: 333.51737691698145, y: -40.368187540900294
x: 334.88598106627455, y: -41.82658484017708
x: 336.25458521556766, y: -43.2849821394538
x: 337.623189364861, y: -44.74337943873053
x: 338.9917935141541, y: -46.201776738007254
x: 340.3603976634472, y: -47.66017403728398
x: 341.7290018127403, y: -49.118571336560706
x: 343.0976059620334, y: -50.57696863583743
x: 344.4662101113265, y: -52.03536593511416
x: 345.8348142606196, y: -53.49376323439088
x: 347.20341840991273, y: -54.95216053366761
x: 348.57202255920583, y: -56.410557832944335
x: 349.94062670849894, y: -57.86895513222106
